"CountryName","Code","ISO3Code","UNCode","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","ARR 1990-2015 median","ARR 1990-2000 median","ARR 2000-2015 median","Required ARR median","Change in ARR median","Percentage decline 1990-2015 median","Percentage decline 1990-2000 median","Percentage decline 2000-2015 median"
"Somalia",11,"SOM",706,"SOM","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Eastern Mediterranean","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Low income","","Countdown","Eastern Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","","Africa","Eastern Africa","",1,1.10218935994315,0.327158336993582,1.61887670857619,,1.29171837158261,24.0843507214206,3.21864594894561,21.5596330275229
"South Africa",20,"ZAF",710,"SAF","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Upper middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Southern Africa","",1,1.56549812403564,-2.28803629684444,4.13452107128903,,6.42255736813347,32.3873121869783,-25.7095158597663,46.2151394422311
"Zimbabwe",22,"ZWE",716,"ZIM","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Fragile","Fragile","Fragile","","Africa","Eastern Africa","",1,0.278610878983195,-3.33452226775873,2.68736631014448,,6.02188857790321,6.72823218997361,-39.5778364116095,33.1758034026465
"Spain",191,"ESP",724,"SPN","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Southern Europe","",1,3.94763319635243,5.26093095896779,3.07210135460886,,-2.18882960435893,62.7272727272727,40.9090909090909,36.9230769230769
"South Sudan",999,"SSD",728,"SSUD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","USAID","Africa","Eastern Africa","",1,4.02356219447155,3.28526008585404,4.51576360021656,,1.23050351436252,63.4281200631912,28.001579778831,49.2046077893582
"Sudan",48,"SDN",729,"SUD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","North Africa","Least developed countries","","Middle East and North Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","Middle East","Eastern Mediterranean","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","Countdown","North Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","","Africa","Northern Africa","",1,2.39277428223175,1.8562111199112,2.75048305711211,,0.89427193720091,45.0196078431373,16.9411764705882,33.805476864967
"Suriname",133,"SUR",740,"SUR","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,3.21650275408798,3.24776196858022,3.19566327775982,,-0.0520986908203964,55.2521008403361,27.7310924369748,38.0813953488372
"Swaziland",21,"SWZ",748,"SZD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Southern Africa","",1,0.830145576293276,-5.40891179482819,4.98951715704092,,10.3984289518691,18.7416331994645,-71.7536813922356,52.6890101325019
"Sweden",192,"SWE",752,"SWD","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Northern Europe","",1,3.33163649174042,5.20534437892952,2.08249790028102,,-3.1228464786485,56.5217391304348,40.5797101449275,26.8292682926829
"Switzerland",193,"CHE",756,"SWZ","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,2.97263040453843,3.81367556529104,2.41193363070335,,-1.40174193458769,52.4390243902439,31.7073170731707,30.3571428571429
"Syria",64,"SYR",760,"SYR","Western Asia","Western Asia","Developing regions","","","","Middle East and North Africa","Middle East and North Africa","","Developing countries","","Middle East","Eastern Mediterranean","Lower middle income","Middle East and North Africa","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","","","","","Fragile","Fragile","Fragile","","Asia","Western Asia","",1,4.2363257996459,4.63572738915445,3.97005807330686,,-0.665669315847592,65.3225806451613,37.0967741935484,44.8717948717949
"Tajikistan",142,"TJK",762,"TAD","Caucasus and Central Asia","Caucasus and Central Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Lower middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Low income","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Central Asia","",1,3.53447979833843,1.5322859585229,4.86927569154878,,3.33698973302588,58.6715867158672,14.2066420664207,51.8279569892473
"Thailand",103,"THA",764,"THL","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","South-East Asia","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,4.40527460106341,4.9740260343385,4.02610697888002,,-0.947919055458484,66.7567567567568,39.1891891891892,45.3333333333333
"Togo",40,"TGO",768,"TGO","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Fragile","Fragile","Fragile","","Africa","Western Africa","",1,2.49260647983726,1.90839261814964,2.88208238762902,,0.97368976947938,46.374829001368,17.3734610123119,35.0993377483444
"Tonga",83,"TON",776,"TGA","Oceania","Oceania","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Oceania","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Oceania","Polynesia","",1,1.08431166959898,2.18587734778349,0.349934550809312,,-1.83594279697418,23.7442922374429,19.634703196347,5.11363636363637
"Trinidad & Tobago",134,"TTO",780,"TDT","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","High income: nonOECD","","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,1.60876713105278,0.608295608477906,2.2757481461027,,1.66745253762479,33.1147540983607,5.9016393442623,28.9198606271777
"United Arab Emirates",66,"ARE",784,"UAE","Western Asia","Western Asia","Developing regions","","","","Middle East and North Africa","Middle East and North Africa","","Developing countries","","Middle East","Eastern Mediterranean","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC High income: nonOECD","OIC High income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Western Asia","",1,3.5457510748979,3.96415272588247,3.26681664090818,,-0.697336084974281,58.7878787878788,32.7272727272727,38.7387387387387
"Tunisia",65,"TUN",788,"TUN","Northern Africa","Northern Africa","Developing regions","North Africa","","","Middle East and North Africa","Middle East and North Africa","Africa","Developing countries","","North Africa","Eastern Mediterranean","Upper middle income","Middle East and North Africa","Middle income","Low and middle income","Africa","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Upper middle income","OIC Middle income","","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Northern Africa","",1,5.61597575287717,5.86734586951315,5.44839567511984,,-0.418950194393312,75.4385964912281,44.3859649122807,55.8359621451104
"Turkey",144,"TUR",792,"TUR","Western Asia","Western Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Upper middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Western Asia","",1,6.83243775976452,6.31970007125079,7.17426288544034,,0.854562814189551,81.8791946308725,46.8456375838926,65.9090909090909
"Turkmenistan",143,"TKM",795,"TUK","Caucasus and Central Asia","Caucasus and Central Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Upper middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Central Asia","",1,2.26284671297904,1.03520588735819,3.08127393005961,,2.04606804270142,43.2044198895028,9.83425414364642,37.0098039215686
"Tuvalu",89,"TUV",798,"TUV","Oceania","Oceania","Developing regions","","Least developed countries","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","Least developed countries","","Western Pacific","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Oceania","","Less developed regions","Least developed countries","Excluding China","","","","","","","","","Fragile","Fragile","Fragile","","Oceania","Polynesia","",1,2.98808068200039,2.94699645110427,3.01547016926446,,0.0684737181601895,52.6223776223776,25.5244755244755,36.3849765258216
"Uganda",13,"UGA",800,"UGD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","Eastern Africa","Africa","Eastern Africa","Non-fragile","Non-fragile","Non-fragile","USAID","Africa","Eastern Africa","",1,4.92643740211674,2.31731902546764,6.66584965321614,,4.3485306277485,70.8177445216462,20.6841261357563,63.2075471698113
"Ukraine",155,"UKR",804,"UKR","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","Lower middle income","Europe and Central Asia","Middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Europe","Eastern Europe","",1,3.09275955293393,0.52643733485422,4.80364103165373,,4.27720369679951,53.8461538461538,5.12820512820513,51.3513513513513
"Macedonia",151,"MKD",807,"MCD","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","Upper middle income","Europe and Central Asia","Middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Europe","Southern Europe","",1,7.58120059267558,8.27459518167539,7.11893753334237,,-1.15565764833302,84.9726775956284,56.2841530054645,65.625
"Egypt",52,"EGY",818,"EGY","Northern Africa","Northern Africa","Developing regions","North Africa","","","Middle East and North Africa","Middle East and North Africa","Africa","Developing countries","","North Africa","Eastern Mediterranean","Lower middle income","Middle East and North Africa","Middle income","Low and middle income","Africa","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","Countdown","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Northern Africa","",1,5.10051999456906,6.13731516396899,4.4093232149691,,-1.72799194899989,72.0605355064028,45.8672875436554,48.3870967741936
"United Kingdom",194,"GBR",826,"UKD","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Northern Europe","",1,3.17971949947955,3.4294475112683,3.01323415828705,,-0.416213352981258,54.8387096774194,29.0322580645161,36.3636363636364
"Tanzania",12,"TZA",834,"TNZ","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Non-fragile","Non-fragile","Non-fragile","USAID","Africa","Eastern Africa","",1,4.88591132399333,2.35017644244547,6.57640124502524,,4.22622480257977,70.5205811138015,20.9443099273608,62.7105666156202
"United States of America",195,"USA",840,"USA","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Americas","High income: OECD","","High income","","Northern America","","More developed regions","More developed regions","","","","","","","","","","","","","","Americas","Northern America","",1,2.17644640559783,2.87682072451781,1.70953019298451,,-1.1672905315333,41.9642857142857,25,22.6190476190476
"Burkina Faso",24,"BFA",854,"UPV","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Western Africa","",1,3.30050179590134,0.851248382277109,4.93333740498417,,4.08208902270706,56.1819980217606,8.16023738872404,52.2886375875067
"Uruguay",135,"URY",858,"URG","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","High income: nonOECD","","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,3.30918877472214,3.18453731118535,3.39228975041333,,0.207752439227983,56.2770562770563,27.2727272727273,39.8809523809524
"Uzbekistan",145,"UZB",860,"UZB","Caucasus and Central Asia","Caucasus and Central Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Lower middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Lower middle income","OIC Middle income","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Central Asia","",1,2.41429993083457,1.2339314854715,3.20121222774328,,1.96728074227178,45.3146853146853,11.6083916083916,38.1329113924051
"Venezuela",136,"VEN",862,"VNZ","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","High income: nonOECD","","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,2.7456525935144,3.10462100783601,2.5063403173,,-0.598280690536007,49.6621621621622,26.6891891891892,31.3364055299539
"Samoa",91,"WSM",882,"WTS","Oceania","Oceania","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Lower middle income","East Asia and Pacific","Middle income","Low and middle income","Oceania","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Oceania","Polynesia","",1,2.28714529422271,3.56674943938732,1.43407586411297,,-2.13267357527436,43.5483870967742,30,19.3548387096774
"Yemen",49,"YEM",887,"YMN","Western Asia","Western Asia","Developing regions","","Least developed countries","","Middle East and North Africa","Middle East and North Africa","","Developing countries","Least developed countries","Middle East","Eastern Mediterranean","Lower middle income","Middle East and North Africa","Middle income","Low and middle income","Asia","","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","Countdown","","","","Fragile","Fragile","Fragile","USAID","Asia","Western Asia","",1,4.41349680971341,2.80581450902204,5.48528501017433,,2.67947050115228,66.8250197941409,24.4655581947743,56.0796645702306
"Zambia",14,"ZMB",894,"ZAM","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","USAID","Africa","Eastern Africa","",1,4.36517563144172,1.55813481593134,6.23653617511531,,4.67840135918397,66.4218258132214,14.4281217208814,60.7602697731453
